"http://publicspending.medialab.ntua.gr/resource/municipality/Avdira","http://dbpedia.org/property/populationTotal","18,830"
"http://publicspending.medialab.ntua.gr/resource/municipality/Avdira","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/Avdira","http://dbpedia.org/property/sexRatio","50"
"http://publicspending.medialab.ntua.gr/resource/municipality/Avdira","http://dbpedia.org/ontology/populationDensity","5.349"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agathonisi","http://dbpedia.org/property/populationTotal","190"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agathonisi","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agathonisi","http://dbpedia.org/property/sexRatio","57.894736842105"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agathonisi","http://dbpedia.org/ontology/populationDensity","1.310"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaVarvara","http://dbpedia.org/property/populationTotal","26,490"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaVarvara","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaVarvara","http://dbpedia.org/property/sexRatio","46.153846153846"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaVarvara","http://dbpedia.org/ontology/populationDensity","10.923,71"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaParaskevi","http://dbpedia.org/property/populationTotal","59,500"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaParaskevi","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaParaskevi","http://dbpedia.org/property/sexRatio","45.762711864407"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiaParaskevi","http://dbpedia.org/ontology/populationDensity","7.498,42"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agia","http://dbpedia.org/property/populationTotal","11,440"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agia","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agia","http://dbpedia.org/property/sexRatio","45.454545454545"
"http://publicspending.medialab.ntua.gr/resource/municipality/Agia","http://dbpedia.org/ontology/populationDensity","1.729"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosVasileios","http://dbpedia.org/property/populationTotal","7,440"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosVasileios","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosVasileios","http://dbpedia.org/property/sexRatio","42.857142857143"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosVasileios","http://dbpedia.org/ontology/populationDensity","2.071"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosDimitrios","http://dbpedia.org/property/populationTotal","70,970"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosDimitrios","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosDimitrios","http://dbpedia.org/property/sexRatio","48.571428571429"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosDimitrios","http://dbpedia.org/ontology/populationDensity","14.340,27"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosEfstratios","http://dbpedia.org/property/populationTotal","270"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosEfstratios","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosEfstratios","http://dbpedia.org/property/sexRatio","48.148148148148"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosEfstratios","http://dbpedia.org/ontology/populationDensity","623"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosNikolaos","http://dbpedia.org/property/populationTotal","26,430"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosNikolaos","http://dbpedia.org/property/populationAsOf","2011"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosNikolaos","http://dbpedia.org/property/sexRatio","50"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgiosNikolaos","http://dbpedia.org/ontology/populationDensity","5.165"
"http://publicspending.medialab.ntua.gr/resource/municipality/AgioiAnargyroi-Kamatero","http://dbpedia.org/property/populationTotal","62,440"
